2024-03-18 13:33:29,193 INFO    StreamThr :2792137 [internal.py:wandb_internal():86] W&B internal server running at pid: 2792137, started at: 2024-03-18 13:33:29.192670
2024-03-18 13:33:29,194 DEBUG   HandlerThread:2792137 [handler.py:handle_request():146] handle_request: status
2024-03-18 13:33:29,195 INFO    WriterThread:2792137 [datastore.py:open_for_write():87] open: /home/yancheng/code/DeepCore/wandb/run-20240318_133329-vuqxhti5/run-vuqxhti5.wandb
2024-03-18 13:33:29,196 DEBUG   SenderThread:2792137 [sender.py:send():382] send: header
2024-03-18 13:33:29,196 DEBUG   SenderThread:2792137 [sender.py:send():382] send: run
2024-03-18 13:33:29,578 INFO    SenderThread:2792137 [dir_watcher.py:__init__():211] watching files in: /home/yancheng/code/DeepCore/wandb/run-20240318_133329-vuqxhti5/files
2024-03-18 13:33:29,578 INFO    SenderThread:2792137 [sender.py:_start_run_threads():1136] run started: vuqxhti5 with start time 1710783209.192047
2024-03-18 13:33:29,591 DEBUG   HandlerThread:2792137 [handler.py:handle_request():146] handle_request: check_version
2024-03-18 13:33:29,591 DEBUG   SenderThread:2792137 [sender.py:send_request():409] send_request: check_version
2024-03-18 13:33:29,692 DEBUG   HandlerThread:2792137 [handler.py:handle_request():146] handle_request: run_start
2024-03-18 13:33:29,699 DEBUG   HandlerThread:2792137 [system_info.py:__init__():27] System info init
2024-03-18 13:33:29,699 DEBUG   HandlerThread:2792137 [system_info.py:__init__():42] System info init done
2024-03-18 13:33:29,699 INFO    HandlerThread:2792137 [system_monitor.py:start():194] Starting system monitor
2024-03-18 13:33:29,699 INFO    SystemMonitor:2792137 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-18 13:33:29,700 INFO    HandlerThread:2792137 [system_monitor.py:probe():214] Collecting system info
2024-03-18 13:33:29,700 INFO    SystemMonitor:2792137 [interfaces.py:start():190] Started cpu monitoring
2024-03-18 13:33:29,701 INFO    SystemMonitor:2792137 [interfaces.py:start():190] Started disk monitoring
2024-03-18 13:33:29,702 INFO    SystemMonitor:2792137 [interfaces.py:start():190] Started gpu monitoring
2024-03-18 13:33:29,702 INFO    SystemMonitor:2792137 [interfaces.py:start():190] Started memory monitoring
2024-03-18 13:33:29,703 INFO    SystemMonitor:2792137 [interfaces.py:start():190] Started network monitoring
2024-03-18 13:33:29,729 DEBUG   HandlerThread:2792137 [system_info.py:probe():151] Probing system
2024-03-18 13:33:29,731 DEBUG   HandlerThread:2792137 [system_info.py:_probe_git():136] Probing git
2024-03-18 13:33:29,736 DEBUG   HandlerThread:2792137 [system_info.py:_probe_git():144] Probing git done
2024-03-18 13:33:29,736 DEBUG   HandlerThread:2792137 [system_info.py:probe():199] Probing system done
